nº;FR;PA80;swo;gyeli;bekwel;bekol;konzime;makaa;mpiemo;kwasio;njem;shiwa;BC (BLR3);Reconstr. Régionales (BLR 3);Reconstr. Mougiama, Hombert;;;;
168;chair;°p°ú°n°d°à;;;pûd;;púnò;fə́ndə̀;pùndɔ̀;;púnò;;;;
169;chair, muscle;°s°ò°n;ʃùnù;sùnɛ́;;ʃùn;sʊ̀n;ʃùùn;;sun;sʊ̌n;;;;
170;chambre;°t°ɔ̂°ŋ;;;tɔ̂ŋ;;ntɔ́ɔ̀;;;;ntɔ́ɔ̀;;;;
171;champignon;°ɟ°ɔ̌;yɛ̀;yɛ́;ɡɔ̌;ɟwə̀;;ɡwòó;ɡwɔ̌;;;jə́;;;
172;changer 1;°s°V́°l°à;;;swólà;;;ʃwólà;;;sjɛ́ɛ́lâ;;;;
173;changer 2;°c°é°n°d°à;kíndà;síndya;;cênd;cénè;cɛ́nd;;;cénê;;;;
174;chanson;°ɟ°é°m°b°à;ɟéì;gyà;ɟeb;;ɟɩ̂m;;;ɟǎ;ɟɩ̂m;;;;
175;chant du coq;°k°ɔ́°K°à;kwáʔàlə̀;;kɔ́à;kwâɡ;kwâʔ;;kɔ̄ɡɔ̀;kwaˤ;;;;;
176;chanter;°ɟ°è°m°b°à;ɟéì;dyà;;;ɟjɛ̀ɛ̀;ɟámb;ɟēmbɔ̄;ɡìɛ̀;ɟɛ̀ɛ̀;ɟɛ̀;;;
177;chanvre;°ɟ°à°m°b°à;;;ɲàbà;;ɟàmà;;ɟàmà;;;;;;
178;charbon;;fyìɾə̀ʔ;gyâ;b̥íl;mpíl;mpíl;;mpīlī;mvulsiəˤ;;kfə́lá;;;
179;charɡe;;;;b̥ɛ̂p;;;;mbàbī;mbʰàb;;;;;
180;charger;°k°á°ŋ°à°l°à;kàŋɡə̀lə̀;;káŋàl;kálò;kààlè;;;kaŋla;kààlò;;;;
181;chasse 1;°ɡ°w°à;;;wàg̥ɛ̂l;;ɡbà;;;;ɡwǎ;;;;
182;chasse 2;°s°ǒ°m°b;ʃùmbə̄;sùmbɔ́;;ʃwòmb;sʊ̌m;;;;sʊ̌m;;;;
183;chasse au filet;°b°j°é°m°à;bímə̀;bwímɔ̀;bjêm;;bjémè;bjâm;ɓjēmɔ̀;;;;;;
184;chasser 1;°s°ɔ̀°m°b°à;ʃùmbə̀;;sɔ̀;ʃwò;sò;;;swambɔ;sò;;;;
185;chasser 2;°ɡ°ú°n°ɡ;;;;wíìnɡ;;wíínɡ;wûŋ;;;;;;
186;chasser 3;°ɡ°w°à;;;wà;wà;ɡbà;;;;;;;;
187;chat doré;°b°j°ê;;;bjɛ̂;;bjê;;;;bwê;;;°b°ò°a;
188;chat sauvage;;bà;;;mpà;mpà;mpà;mpà;mbʰəˤ;mpà;pà;;;
189;chatouiller;°ɲ°ù°K°à°l°à;ɲwàʔàlə̀;;ɲùdlà;;nwàʔrè;ɲwàɡə̀lə̀;;ɲɥamlɛ;;;;;
190;chaud;°ɟ°ú°n°ɡ°À;ɡvúŋə̀;dyṵ̂;ɡwô;ɟúŋə̀;ɟúò;àɡóɡwô;ɡwûŋ;ɡwəˤ;ɟúó;ɡvô;;;
191;chaussure;;ŋɡùbù;kùndá;;nkwòb;nɡʊ̀b;nɡùb;;;nɡʊ̀b;;;;
192;chauve-souris;°ɡ°ù°p;vùbù;wùwù;wùp;;;wùf;;vub;;;;;
193;chauve-souris sp 1;;;gyɛ́mɔ̀;;nɟə̀m;nɟjɛ̂m;ɟâm;;ɟama;ɟjɛ̂m;ɡámə̀;;;
194;chauve-souris sp 2;;ɡvù;;g̥ù;nkù;;nkù;;;;;;;
195;chauve-souris sp 3;°b°à°n°t°ɔ́°n°d°á;;;bàd̥ɔ́dɔ́;;bàntɔ́ná;;;;bàntɔ́ná;;;;
196;chef;°ɟ°ù°ì;ɡwíì;;nɡɥíì;nɟwî;ɟǿø̀;ɟû;;;;;;;
197;chef de famille;°k°ú°m°á;kfúŋkfúmà;kfúmá;kúkúmá;kúkúmá;;;;;kúkúmá;;;;
198;chemin;;zē;ndzǐ;zě;ncì;nzɩ̌;ʒìí;ncě;nzi;nsɩ̌;ʒí;;;
199;chenille;°k°ò°ŋ;kǔŋ;;kòŋ;kùŋ;kʊ̀ʊ́;;kòōŋ;kuŋ;kʊ̀ʊ̀;;*ɡ*ʊ̀*n*ɡ*ʊ́;;
200;chercher;°s°á°ŋ;sɔ̀ŋ;;sáà;sáŋ;sáà;sô;sâŋ;;sáà;;;;
201;cheval 1;°k°à°b°à°l°á;kàbə́lá;kábálá;;kàbàlá;kàbàlá;káwə̀lí;;;;;;;
202;cheval 2;°j°á°n°ɡ°á;;;;;jáŋá;;jānɡā;;jáŋá;;;;
203;cheveu;;;;b̥wòò;mpùŋə̀;mpùò;mpwò;;;mpùò;;;;
204;cheveux blancs;;mbvíìʔ;mbvú;kɔ̀b̥î;mpí;mpî;mpî;;mvu;;;;;
205;chèvre;°k°á°l°a;kə́là;;;kálà;;kálá;;cɛlɛ;;;;;
206;chèvre, mouton;°t°à°b;túò;tàwɔ̀;tâw;tóòb;tàb;tòw;tàà;too;tàb;tò;*t*à*b*à;;
207;chien;;mbī;mbwɛ̌;b̥jɛ̂;mpjó;mpjê;mpjə̂;mpî;mbi;mpwê;pí;;;
208;chimpanzé;°ɡ°w°à°K°V;wàʔ;wàà;wà;;ɡbàʔ;wààɡ;wàɡɔ̀;;ɡwàʔ;;;;
209;choisir;°p°ɛ́°ɛ̀°s;pɛ́ɛ̀;pɛ̂;;fə̀z;pɛ̂h;fɛ́ɛ́ʃ;;pɛɛ;pɛ̂h;;;;
210;chose 1;°s°â;sá;sâ;sâ;sâ;sâ;sâ;sání;sa;sâ;ʃâ;;;
211;chose 2;°s°á°K°Ò;;;;;sɔ̂ʔ;;sáɡɔ̄;;sɔ́ʔɔ̌;;;;
212;chute d'eau;°s°ò°K°V́;;sùKù;sòk;;sʊ̌ʔ;;ʃòɡɔ̀;swəˤ;sʊ̌ʔ;;;;
213;cicatrice;°b°à°m°à;bàm;bàmò;bàm;bàm;bàm;bààm;ɓàmɔ̀;bama;;;;;
214;ciel;°ɡ°ú°Ò;ɡvwúə̄;dyúwɔ̀;ɡwóò;;;;ɡūɔ̀;;;ɡúò;;;
215;cil;°k°ɔ́°n°ɟ°V̀;kwà;;kôz;;kóhò;;kɔ́mì;;kœ̂h;;;;
216;cinq;°t°á°n°V̀;tán;tánɛ̀;tɛ̂n;tón;tɛ̂n;tôn;táání;tan;tɛ̂n;tánì;;;
217;circoncision;;;tsíɛ̀sámɛ̀;b̥ón;;mpʊ́n;;;;mpʊ́n;;;;
218;ciseaux;°ɟ°ò;ɟə̀wò;ndyàwɔ̀;ɲɟ̥ô;nɟù;nɟò;nɟù;;nɟɔwa;nɟò;;;;
219;citron;;yàpíyə̀;;;fíjò;nàpjɔ́ɔ̀;àfjá;;pfiaŋ;;;;;
220;civette;°ɟ°ɔ̀°b;ɡwāā;gwàwɔ́;ɡɔ̌w;ɟwàb;ɟwǎb;;;ɟɥa;ɟwɔ̌b;;;;
221;clairière;°ɟ°ɛ̂°n°ɟ;yə̀ə́lə̀;;;jénɟ;ɟwê;;wjɛ̂;;ɟwê;;;;
222;clavicule;°b°è°n°d°Á;;;bjéd;;bèné;;;;bjěn;;;;
223;clé;°s°à°p;;;sàp;;sàb;;;;sàb;;;;
224;cloche;°b°ɛ̀°n°ɡ°É;bə̀ŋɡə́;;;mbə̀nɡé;bèŋé;;;bɛ̀nɡɛ́;bèŋé;;;;
225;clochette;°k°ɛ́°l°á;;;;;nkálá;nkɛ́ɛ́lə̀;;;nkálá;;;;
226;clôture;°k°á°K;káʔ;káálɔ́;ká;kɔ̂ɡ;kɔ̂ʔ;;;káˤlɛ́;;;;;
227;cochon;;ɡùū;ngǒ;nɡúlù;nkù;nkʊ̌;nkùú;nkòē;nɡu;nkʊ̌;kùnkʷárə́;;;
228;coeur;°l°é°m°à;lə́mə̀;lémò;ljêm;lâm;lémè;lâm;lēmɔ̀;lima;ljêm;límə̀;;;
229;colère 1;°b°ú°K°V́;;bvúú;bùk;;búʔ;;;;búʔú;;;;
230;colère 2;°p°ì;mbvìmbə̀;;;mpìmbə̀;;mpìmbə̀;nkàmbì;;;;;;
231;collier 1;°ɟ°ɛ̂;;;nɡɥɛ̂;;nɟwê;ɟə̂;;;;;;;
232;collier 2;°s°á°n°ɡ°á;sáŋɡī;;sàkà;sánɡá;;sánɡá;;;sáŋá;;;;
233;colline;°b°V́°n°ɡ;;;;bə́mbɔ́ŋ;;bə́mbə́ŋ;;;;bjə́ʔ;;;
234;colobe guereza;°á°n°V̀;;;ɟân;;ɟân;ɟân;ɟānɔ̀;;ɟân;;;;
235;colonne vertébrale;°k°a°l°a;kàʔàlə̀;;kálákòŋ;kálɔ̀kwɔ̀ŋ;kǎékòò;;kǎ;;;;;;
236;combien ?;;;;d̥ěn;;ntíá;;ntīāŋ;taŋ;;;;;
237;commander;°ɟ°ù°ì;ɡwíì;;ɡɥíì;;ɟǿø̀;ɟúù;;dzi;ɟwɩ́ɩ̀;;;;
238;commencer;°t°á°d°à;táàɾè;táKàlɛ;;;táàrè;tádə̀lə̀;;taarɛ;táárô;táʁə̀ɡə̀;;;
239;comment ?;°ɲ°á;;;;;ɲá;;ɲā;na;;;;;
240;compter, lire;°l°á°ŋ°à;lâŋ;lâ̰;láà;;láà;lô;lâŋ;laŋ;láà;làŋà;;;
241;construire;°s°ù°m°à;ʃùmə̀;;sùm;ʃùmɛ̀;sùmò;ʃùmə̀;;;sùmò;;;;
242;content 1;°m°ɛ̀°l°à;;;mjàlà;;mɛ̀ɛ̀làè;;;;mjɛ̀ɛ̀là;;;;
243;content 2;°s°Ò°s°à;;sɔ̀sí;;ʃwààz;sòhò;ʃàs;;susɛ;;;;;
244;coquille;°b°ò°n°d°V́;;bùdɛ́;;bùùnd;ʊ̌n;;;bur;mpʊbʊn;bùrə́;;;
245;corbeau;°ɡ°w°à°ŋ;ŋbàŋ;mgbà̰;;nɡbàŋ;;;;nɡbaŋ;nɡbàŋ;;;;
246;corbeille;°k°à°T;kàɾī;kwɛ̌;kàt;kàr;kǎr;;kàrɔ̄;;kǎr;;;;
247;corde;°k°ù°l°ù;kwòòlə̀;kòyà;;kùùl;kùlùù;;;;kùlù;;*k*ù*d*ù;;
248;corde, liane;°k°ɔ̀°l°Í;;kɔ̀lɛ́;kól;kôl;kǒl;;kɔ̀lī;kwɛl;kǒl;kwɛ́lí;;;
249;corne;°l°à°K°Ò;làʔ;làà;là;làɡ;;lààɡ;làɡɔ̀;laˤ;làʔ;làʔ;;;
250;corps;°ɲ°ó°l°Ì;ɲúlù;yúlɛ̀;ɲîl;ɲún;ɲûl;ɲûl;ɲōlì;ɲul;ɲʊ̂l;ŋúlì;;;
251;côte;;bàŋɟə̀;mpàndyì;b̥àz;mpànɟ;mpàh;mpɛ̀nʒ;;mbʰɔa;mpàh;mpà;*b*à*n*j*ɩ́;;
252;côté;°p°â°K;páʔà;;pâ;fáɡ;pâʔ;;;;pâʔ;;;;
253;cou;°c°í°ŋ;tsə̄ŋ;tsḭ́;cóŋ;cóŋ;cwíí;cjúŋ;cīīŋ;tsiuŋ;cíí;tsú;;;
254;coudre;°l°à°T°À;lààɾə̀;lɔ̀;làt;lààd;làr;lààd;làrɔ̀;;;;;;
255;couler 1;°ɡ°ô;;;wô;;ɡʊ̂;wô;;;;;;;
256;couler 2;°t°ó°P°à;;;;ntóbà;;;;tua;tô;;;;
257;couper 1;°c°í°K°À;tsə́ɡə̀;tsíɛ̀;cíkɛ̀lò;cìɡ;cíʔè;;;tsiəˤ;cíɡô;tsə̂ʔ;;;
258;couper 2;°c°í°n°ɡ°à°l°à;;;;cíɡə̀lɔ̀;cìŋlè;cíɡàl;cɛ̄ɡɔ̀;;cícìɡò;;;;
259;couper, fendre;°s°à°l°a;sàlə̀;sàlɛ;;sààl;sàl;sààl;;sal;;ʃàljá;;;
260;courage 1;;kə́ŋɡà;;g̥ɛ́ŋ;nkóŋ;;nkáŋ;;;;;;;
261;courage 2;°ɲ°à°n°a;;;ɲàn;;ɲàn;;ɲànáà;;ɲàn;;;;
262;courageux, guerrier;;;;g̥ɛ́ŋ;nkɔ̀ŋ;nkɔ́ɔ́;nkáŋ;nɡōɡō;;;;;;
263;courge;°b°ɔ̀°K°V́;;;bók;bùùɡ;bǒʔ;bwòòɡú;ɓɔ̀ɡī;bwəˤ;boʔó;;;;
264;course;°k°á°m°b°V́;;;;;kám;;kāāmbɔ̄;;kám;;;;
265;court;°ɡ°ú°P°l°Ò;;;;;;wúlòw;;vulɔɔ;ɡúblô;;;;
266;couteau;°b°á°K°á;;;b̥áʰ;bááɡ;báʔ;báɡə́;;;báʔá;;*b*á*k*á;;
267;couvrir;°b°ú°d°à°l°à;vúmbə̀lə̀;;bútàl;;bûr;búdàl;;;búúlô;;;;
268;crabe;°d°à°K°V̀;ə́ʔə́;á;;ààɡ;àá;dááɡə́;;aˤ;àá;dàʔ;;;
269;cracher;°s°ɛ̀°V̀;sèèy;;sɛ̀ɛ̀;sjè;sjɛ̀ɛ̀;sèj;ʃàɛ̀;;sɛ̀ɛ̀;;;;
270;crâne, cerveau;°b°ɔ̌°ŋ;bwɔ̂;bwɔ̂;bòbò;bwɔ̌;bòó;;;bwɔŋ;;bwô;;;
271;créer;°k°ù°s°à;;tɛ̂;kùs;;kùhò;;;;kwìhò;;;;
272;crête;°l°ɔ̀°n°ɡ°V́;dwɔ̀ŋ;;;lwɔ̀nɡ;lòŋó;;;ndulɔ̂;lwɔ̌ŋ;;;;
273;creuser 1;°l°í°m°À;;;;límə̀;;lúmə̀;līmɔ̀;;;;;;
274;creuser 2;°p°û;;;pû;;pû;;;;pû;;*p*ù*d;;
275;crevette;°m°ɔ̀°s°V;;;mɔ̀s;mwàz;;;;;mwɔ̀hɔ́;;;;
276;cri;°k°î°m;;nkéKé;;;cím;kîm;;;cím;;;;
277;crier;°k°í°m°À;;;cîm;kə̀m;címè;kîm;cīmɔ̀;;címô;;;;
278;crochet;°ɡ°ɔ̌°b;kwɔ́ʔ;gyɔ́wɔ̀;;;nkwǎb;;nkɔ̀ɔ̄;;nkwɔ̌b;;;;
279;crocodile;;ŋɡàndə́;nkàndɛ́;;nkɔ̀ndô;nkɛ̌n;nkòòndû;nkàndō;;nkɛ̌n;;;;
280;crocodile sp;°b°à°n;;;mbàn;;mbàn;;;;mbǎn;;;;
281;croquer;°p°ú°K°à°l°à;;pfúɛlɛ;pwâl;;pûʔlò;;púɡɔ́lɔ̀;;;;;;
282;cuiller;°t°ô°K;túʔ;túù;;tûɡ;;;;twəˤ;tôʔ;;*t*ʊ́*ɡ*ʊ̀;;
283;cuisine (emprunt français);;kísìn;kísínì;;kísìn;kísìn;;;kisin;;;;;
284;cuisiner;°ɟ°á°m°b°À;ɲámbə̀;gyámbɔ;ɟâb;ɟâmb;ɟâm;ɟáámb;ɟāmbɔ̄;ɟambɔ;ɟâm;;;;
285;cuisse;°d°ò;dù;dù;dò;dù;dʊ̀;ɟùù;;du;dʊ̀;dù;;;
286;cultivateur;°b°ɛ̀;;;;bòl;bèl;;;;bèl;;;;
287;cultiver, planter;°b°ɛ̀;bè;bɛ̀;bɛ̀;bɛ̀;bè;bɛ̀;ɓɛ̀;bɛ̀;bè;bɛ̀;;;
288;danser;°b°ɔ̀°l°à;;;;bwàl;bwàl;bwààlə̀;ɓɔ̀lɔ̀;;bwɔ̀l;;;;
289;danseur;°b°ɔ̀°l;;;bɔ̀lìl;bwɔ̀l;bòl;;;;;;;;
290;debout 1;°t°ɛ̀°l°Í°t°ɛ̀°l°Í;tə́ntə̀lé;té;tétèl;;tîtjěl;tə́tə̀lî;tɛ́tɛ́lī;;cîcjěl;;*t*é*d*a*m;;
291;debout 2;°t°ɛ́°P;;tɛ́bɔ;;tâbtə́tə̀bê;tjɛ̂b;;;;tjɛ̂b;;;;
292;déchirer 1;°ɲ°à;ɲɛ̀ɛ̀;;ɲàw;ɲà;ɲà;ɲà;ɲà;;ɲà;;;;
293;déchirer 2;°t°à°n°d°Ì;;tɛ̀ndɔ;;;tjɛ̀n;tànd;;tɛndi;;;;;
294;décortiquer;°l°ɔ́°à°l°à;lwálə̀;;;lwâl;lwâl;;lɔ̀lɔ̀;lwɔ;lwɔ̂l;;;;
295;défendre 1;°k°ɛ̀°m°b;;;g̥ɛ̀m;kɛ̀mb;kɛ̀m;;;;kɛ̀m;;;;
296;défendre 2;°k°à°m°b°à°l°à;;kàmbɔ;;;kàmlè;kàmbə̀lə̀;;kamla;kàmlò;;;;
297;défense d'éléphant;°s°i°l°O;;síyɔ̀;ʃjóó;;;;fɔ̀lɔ̀;siɔ;;;;;
298;déféquer;°ɲ°à°K°À;ɲàʔ;nyàà;;ɲàɡ;ɲàʔ;ɲààɡ;ɲàɡɔ̀;ɲaˤ;;ɲàʔ;;;
299;défricher;°l°í°à;lè;líyɔ;líì;lî;lî;lî;līɔ̀;;lî;;;;
300;dehors 1;°k°ǒ°l;;;̌kǒl;kúl;kʊ̌l;;;;kʊ̌l;;;;
301;dehors 2;°t°ó°n;;;;tón;;tón;;;;;;;
302;demain;°m°á°n°á;mánā;nàmɛ́nɔ́;ɟémɛ̀n;mán;ómɛ́n;mpə́mán;mɛ̄nɔ̄;mana;ɩ́mjɛ́n;mə́nə́;;;
303;demander 1;°ɟ°î°ŋ;;jíì;ɟíì;ɟí;ɟî;;ɟîŋ;dzii;ɟî;dzí;;;
304;demander 2;°ɟ°ɔ́°m°b°à;;dwàmbo;;ɟwâmb;ɡwâm;ɡwámb;ɡwɔ̄mbɔ̀;ɟɥambɔ;ɡwɔ̂m;;;;
305;dent;°ɟ°è;ɟə̀;gyɛ́;ɟɛ̀;ɟò;ɟjè;ɟə̀;ɟɛ̀;ɟɛ;ɟjè;ɟə̀;;;
306;dépasser;°l°à°n°ɡ°à;lâŋ;là̰;;lànɡ;làà;;;laŋ;làà;làŋá;;;
307;dépecer;°b°à°ŋ;;;bà;bà;bà;bà;ɓàŋ;ba;bà;;;;
308;déraciner 1;°ɟ°ù;;;ɡù;;ɟù;ɡù;;;ɟù;;;;
309;déraciner 2;°p°ù°m°b;pə́mà;pámo;;fùmb;pìm;fùmb;;;pwìm;;;;
310;dérober;°ɟ°í°b°à;dvwúə̀;jíwɔ;ɟúù;ɟíbɔ̀;ɟíbè;ɟíwò;ɟībɔ̀;dziɔ;ɟíbô;dzúà;;;
311;derrière;°b°í°s°À;;písɛ̀;b̥îs;mpízò;píhè;;mpūzɔ̀;pfiɛ;píhò;;*b*í*c*à;;
312;descendre;°s°ù°l°À;ʃùlə̀;fùlɔ;sùl;ʃùlɔ̀;sùlò;ʃùlə̀;ʃùlɔ̀;fulɛ;sùlò;;;;
313;désherber;°ɟ°ù°l°à;ɡvə́lì;dvùbɛlɛ;ɡɥì;ɟùlɔ̀;ɟùlò;ɡùlə̀;;;ɟùlò;;;;
314;dessus, en haut;°k°ó°l°V;;;ɛ̀kó;;kʊ́;;kōlɔ̄;;kʊ́;;;;
315;détacher 1;°t°ì°ì;tsìì;tsḭ̂;tìì;;tìì;;;tsii;tìì;;;;
316;détacher 2;°ɡ°w°ì°n°ɟ;;;;wììnɟ;ɡwìh;wìnʒ;;;ɡwìh;;;;
317;dette;;mbólà;mbúlá;;mpwélá;mpʊ́lá;mpwálá;;mbʰula;;;;;
318;deuil;°b°u°m°b°a;;;pùm;;mpúmá;bùùmb;;;;;;;
319;deux;°b°á;bà;báà;bá;bá;bá;;ɓā;ba;bá;bá;;;
320;devant;°s°ó°K;;sɔ́ɔ̀;pɛ̀sók;ʃúʃwóɡ;;ʃwóɡ;;swəˤ;;ʃûʔ;;;
321;devinette;°p°i°l°a;;lâ̰;pìlɔ̀ɔ̀;;pílé;fə́là;;;;;;;
322;diarrhée;°k°ú°m°b°a°l°o;;kúmbɔ̀lɔ́;;;nkúmlò;nkúmbál;;mpfumbia;nkûmlò;;;;
323;Dieu;;zàmbé;nzàmbí;zɛ̌b;ncììmbé;nzjɛ̌m;;ncàmbē;nzambi;nsɛ̌m;;;;
324;dire 1;°l°V°ŋ;làbə̀;láwɔ;lɛ́ɛ̀;lə̀ŋ;lɛ́ɛ̀;;lāɛ̀;lee;;lɛ́;;;
325;dire 2;°k°è;kè;kì;;;cɩ̀;cì;kè;ki;kè;;;;
326;disette;;;;zɛ́ŋ;;;sáɲ;ncāāŋ;;;;;;
327;disparaître;°d°í°m°b°Ì;;;dîb;dîm;;ɟímb;dīmbì;;;;;;
328;dispute;°ɡ°ô;;;wɔ̂;wɔ̀;ɡô;;;;ɡʊ̂;;;;
329;dix 1;°k°á°m°Á;;;kám;;kám;;kāāmɔ̄;;;;;;
330;dix 2;°w°û°m;wúm;wúmɔ̀;;wúm;;;;wum;wʊ̂m;;;;
331;doigt;°ɟ°ì°n°á;zènə̄;vìnɔ́;ɟǐn;jìnɔ́;ɟìné;ɲìnə́;ɟìnɔ̄;zina;ɟìnó;zìnə́;;;
332;donner;°ɟ°ɛ̀;;kìya;ɟɛ̀;jò;ɟwè;jə̀;jɛ̀;;;;;;
333;dormir, se coucher;°ɟ°á;;dyâ;ɟâɡò;ɟá;ɟâ;ɟâ;ɟâ;;ɟâ;ɟà;;;
334;dos;°k°ɔ̀°ŋ;kwɔ̂ŋ;kɔ̰̂;kòŋ;kwɔ̀ŋ;kòò;;kɔ̄ɔ̀ŋ;kwɔŋ;kòò;kò;;;
335;dot;;ŋɟə́lə̀;;g̥ɥál;;ncwɛ́l;ncál;ncɔ̄lɔ̀;;;;;;
336;doter;°k°w°â°l°À;kyə́lə̀;;kɥâl;;cwɛ̂l;;cɔ̄lɔ̀;;cwɛ̂l;;;;
337;droite;°ɟ°ó°m°V̀;ndùm;;;;ɟʊ̂m;;ɡwōmɔ̄;ɟum;ɟʊ̂m;ɡùmì;;;
338;dur, fort;°a°l°Ì;lə̀lə̀;;ljèl;làl;lɩ́l;làl;lèlāā;;ljèl;lìlə̀;;;
339;durer;°b°V̀°V̀;bùyà;;;;bjéà;bwèj;ɓɔ̀ɛ̀;;bwɩ̀à;;;;
340;eau;°d°í°b°Ó;dvúè;jíwɔ́;díí;díbɔ́;díbé;ɟíwó;dībɔ̄;dziɔ;díbó;dzúə́;*d*í*b*á;;
341;écaille;°p°à°p°â;pə̀pá;;pàpâ;fə̀fâ;pàpâ;;;;pàbáà;;;;
342;échouer;°k°ù;kfwə̀;kwê;;kù;kù;;;cu;kù;;;;
